id,facility_code,mappings,registration_number,facility_name,common_name,physical_address,postal_address,village,ta,contact_person_fullname,contact_person_phone,contact_person_email,district,district_code,facility_type,datum,langitude,latitude,catchment_area,catchment_population,operational_status,ownership,regulatory_status,Other inpatient beds,Motor Vehicle Ambulances,Motor cycles,Bicycles,Motor Bike Ambulances,Vehicles/Cars,Other,Delivery beds,Maternity beds,Total overningt beds,20 watts generators,30 watts generators,40 watts generator,50 watts generator,Laptop,Desktop,Staff houses,Public tap/stand pipe,Generator,Piped into health facility,Piped into facility ground,Tube well/borehole,Tanker truck,No electricity,Solar panels,Wired for electricity,Connected to ESCOM Grid,Near ESCOM Grid,Rainwater harvesting,National Grid,Protected dug well,protected spring,Unprotected dug well,unprotected spring,surface water(Dam/Lake/River/Pond,Other,Incinerator,Placenta pit,Rubbish pit,Toilet,Pit latrine,Staff training in waste management last 2 years,Chamber industrial,Chamber drum,Flat ground,Protected ground,Pit no protection,Protected ground or pit,Covered container,Other protected environment,Other,Non sharp chamber industrial,Non sharp chamber drum,Non sharp flat ground,Non sharp pit protected ground,Non sharp covered pit,Non sharp open pit,Non sharp protected_ground,Non sharp covered container,Non sharp other protected environment,Non sharp other,Airtel,TNM,Access,MTL,Other,GWAN,Skyband,Globe
932,LL040932,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/MCQRoU5bKZ7.json"", ""code"": ""MCQRoU5bKZ7"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1529"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1013"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/133,Ming'ong'o Health Centre,Ming'ongo,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kalolo,Ruth Phiri,993140131,ruthphiri427@gemail.com,Lilongwe,LL,Health Centre,WGS 84,33.45,-14.07,rural,26870,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
933,MJ210933,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/f8vxxriQ29H.json"", ""code"": ""f8vxxriQ29H"", ""system"": ""DHIS2""}]",MCM/C/165,Minimini Estate Clinic,Minimini,Kuunika,EPM box 43,Kuunika,Mabuka,montfort macheso,888647415,mtmacheso13@gmail.com,Mulanje,MJ,Clinic,WGS 84,35.58,-16.06,rural,4832,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,
934,LL040934,[],MCM/C/226,Ministry of Hope Health Clinic - Area 47,Ministry of Hope Health Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Dispensary,,,,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,LL040935,[],MCM/C/252,Minoo's Dental Clinic,Minoo's Dental,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Dispensary,,,,urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,NE300936,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/YDYPFwMDHNj.json"", ""code"": ""YDYPFwMDHNj"", ""system"": ""DHIS2""}]",1234,Misamvu Health Post,Bwangu,"Bwangu,T/A Tengani",P.O. Box 30 Nsanje,Kuunika,Tengani,Raphael Kausiwa,1456222,nsanjedho@gmail.com,Nsanje,NE,Health Post,WGS 84,35.05,-16.76,Rural,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,
937,MJ210937,[],1234,Misanjo,Misanjo,near lichenya river,"p.o. box 45, mj",Kuunika,Mabuka,chifundo makoza,888402028,mulanjedho@y.yahoo.com,Mulanje,MJ,Health Post,WGS 84,35.48,-16.09,rural,1077,Functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,MH200938,[],,Misolo,Misolo,Kuunika,"p.o. box 1234, Kuunika",Kuunika,,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Dispensary,,,,urban,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,CK270939,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/WPueOTAiLN1.json"", ""code"": ""WPueOTAiLN1"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CK3312"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""581"", ""system"": ""DHAMIS""}]",,Misomali Health Centre,Misomali Health Centre,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chapananga,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Health Centre,WGS 84,34.54,-16.04,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,
940,CP060940,[],MCM/C/365,Misuku Cooperative Community Hospital,Cooperative,Misuku hills Near Misuku,P.O. Box 1 Misuku,Kuunika,,Mwawi Nyirongo,888167308,nyirongomwawi27@gmail.com,Chitipa,CP,Hospital,,33.65,-9.75,Rural,0,Functional,Other,Registered,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,
941,CP060941,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/XnBB0NztocS.json"", ""code"": ""XnBB0NztocS"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""CP0108"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""441"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/43,Misuku Health Centre,Misuku,Misuku Hills,"C/O Box 95, Chitipa",Kuunika,mwenemisuku,Fakea Zimba,884425421,fzimba@yahoo.com,Chitipa,CP,Health Centre,WGS 84,33.52,-9.68,Rural,24677,Functional,Government,Registered,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,TRUE,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,,,
942,TO310942,[],,Mitengo Health Centre,Mitengo Health Center,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kapichi,John Bands,111234567,johnbanda@kuunika.org,Thyolo,TO,Health Centre,WGS 84,35.25,-16.11,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered (Pending Certification),19,,,,,,,2,19,17,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
943,CK270943,[],,Mitondo Health Post,Mitondo,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Mankhwira,John Bands,111234567,johnbanda@kuunika.org,Chikwawa,CK,Health Post,WGS 84,35.06,-16.27,urban,0,Non-functional,Government,Registered (Pending Certification),,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
944,ZA230944,[],NOT AVAILABLE,"Mitondo, Peter R. P. Prime Pri",Mitondo,Kuunika,"Zomba DHO, P/bag 18, Zomba",Kuunika,,Facility Incharge,111234567,zombadho@gmail.com,Zomba,ZA,Dispensary,,35.49,-15.53,Rural,0,Functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,LL040945,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/aVmCsQGN0r1.json"", ""code"": ""aVmCsQGN0r1"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1530"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""147"", ""system"": ""DHAMIS""}]",MCM/MOH/RH/19,Mitundu Community Hospital,Mitundu,mitundu,"p.o. box 7, Mitundu",Kuunika,chiseka,Dr Mbvumi Tembo,888648124,johnbanda@kuunika.org,Lilongwe,LL,Hospital,WGS 84,33.77,-14.25,rural,147823,Functional,Government,Registered,117,,1,,,,,6,29,29,,,,,,8,8,TRUE,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,TRUE,,,,
946,DZ030946,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/QRur3iZGQxE.json"", ""code"": ""QRur3iZGQxE"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1745"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1394"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/294,Mjini,Mjini,"Tambala Village, T/A Tambala, Dedza","P.O. Box 136, Dedza",Kuunika,Tambala,Joana Namfuko,880827431,mhfr@kuunika.org,Dedza,DZ,Health Centre,WGS 84,34.24,-14.04,Rural,22562,Functional,Government,Registered,,,1,1,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,
947,MC010947,[],MCM/MOH/HC/114,Mkanda Health Centre,Mkanda,Mkanda Health Centre,"C/O P.O.Box 36, Mchinji",Kuunika,,Prince Kalumba,99947621,princekalumba45@gmail.com,Mchinji,MC,Health Centre,,32.96,-13.51,Rural,49199,Functional,Government,Registered,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
948,NE300948,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/je3gS5u3q51.json"", ""code"": ""je3gS5u3q51"", ""system"": ""DHIS2""}]",,Mkango Health Post,Mkango,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Tengani,John Bands,111234567,johnbanda@kuunika.org,Nsanje,NE,Clinic,WGS 84,35.30,-16.82,urban,0,Non-functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,
949,LL040949,[],,"Mkhaya, Anakalet A. Mphatso Pr",Mphatso,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Malili,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.71,-14.04,urban,0,Non-functional,Private,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,
950,KU070950,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/F17kSj3t4iD.json"", ""code"": ""F17kSj3t4iD"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KU1010"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1017"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/95,Mkhota Health Centre,Mkhota,"Mkhota, Santhe","C/O Box 19, Kasungu",Kuunika,santhe,Rhoddens Chasamuka,991955383,prospermbemba7@yahoo.com,Kasungu,KU,Health Centre,WGS 84,33.34,-13.57,Rural,27329,Functional,Government,Registered,,,1,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,
951,NS080951,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/K4fSBUiEBEX.json"", ""code"": ""K4fSBUiEBEX"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NS1207"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""149"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/88,Mkhuzi Health Centre,Mkhuzi,Kuunika,P.O Box 44 Ntchisi,Kuunika,Kalumo,Banda,999434539,blessingsbanda@gmaill.com,Ntchisi,NS,Health Centre,WGS 84,33.78,-13.37,Rural,21000,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
952,PE220952,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/tRNfX43j5Mv.json"", ""code"": ""tRNfX43j5Mv"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""PE3507"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1020"", ""system"": ""DHAMIS""}]",1234,Mkhwayi Health Centre,Mkhwayi,Mkhwayi,"P.O Box 123, Migowi",Kuunika,Jenala,Arthur Mapondo,882711334,asydreck@gmail.com,Phalombe,PE,Health Centre,WGS 84,35.63,-15.61,Rural,39707,Functional,Government,Registered,9,,1,,,,,2,7,7,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,
953,KK100953,[],MCM/,"Mkoko, Arthur B, Chisomo Priva",Chisomo Pvt Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Kanyenda,John Bands,111234567,johnbanda@kuunika.org,Nkhotakota,KK,Clinic,WGS 84,34.11,-12.51,urban,0,Functional,Private,Registered (Pending Certification),,,1,,,1,,,,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
954,MZ160954,[],1234,Mkoma Health Centre,Mkoma,MKOMA,C/O P.0. BOX 131 MZIMBA,Kuunika,Khosolo,Charles Moyenda,999187013,moyenda@gmail.com,Mzimba,MZ,Health Centre,WGS 84,33.78,-12.61,Rural,17333,Functional,Government,Registered,13,,1,,,,,2,9,9,,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
955,MH200955,[],MCM/PA/90,mkoma kamanga private clinic,Mkoma Kamanga Private Clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,nankumba,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,34.92,-14.08,urban,0,Non-functional,Private,Registered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,MJ210956,[],1234,Mkomaula Health Centre,Mkomaula health centre,close to Khwalala primary school,"Box 227,Mulanje",Kuunika,Juma,RoyBanda,881612685,alinafekalanga@gmail.com,Mulanje,MJ,Health Centre,WGS 84,35.37,-15.72,Rural,0,Functional,Government,Registered (Pending Certification),9,,1,,,,,3,4,6,,,,,,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,,,,,
957,MH200957,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/XQ14A9f2j8N.json"", ""code"": ""XQ14A9f2j8N"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MH2519"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1023"", ""system"": ""DHAMIS""}]",,Mkumba Health Centre,Mkumba,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Bwananyambi,John Bands,111234567,johnbanda@kuunika.org,Mangochi,MH,Clinic,WGS 84,35.53,-14.59,urban,0,Non-functional,Government,Registered (Pending Certification),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
958,BT240958,[],0,Mkwaira Ladison E. L.&A,L and A,Ndirande Safarao Behide  Airtel Tower,P.o Box 60170 Blantyre,Kuunika,Machinjiri,Lackson Mkwaila,998542266,blantyredho@gmail.com,Blantyre,BT,Clinic,WGS 84,35.05,-15.78,Urban,0,Functional,Private,Registered,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
959,MHG190959,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/RQYBvIXGsDY.json"", ""code"": ""RQYBvIXGsDY"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""MHG2618"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1015"", ""system"": ""DHAMIS""}]",12321,Mkwepere Health Centre,Mkwepere,"Mkwepere Trading Centre, T/A Nyambi","Mkwepere HC, T/A Nyambi",Kuunika,nyambi,Falesi Mulwafu,881712500,machingadho@gmail.com,Machinga,MHG,Health Centre,WGS 84,35.64,-14.60,Rural,22651,Functional,Government,Registered,21,1,,,1,,,3,17,1,,,,,,,,,TRUE,TRUE,,TRUE,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,
960,LL040960,[],0,Mkwinda,Mkwinda,Mitundu,"p.o. box 7, Mitundu",Kuunika,,Thokozani Julius,882101870,thokozanijulius6@gmail.com,Lilongwe,LL,Health Post,,33.75,-14.18,Rural,0,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
961,LL040961,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/vlaK6dtRhxj.json"", ""code"": ""vlaK6dtRhxj"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL1531"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""729"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/61,Mlale Mission Hospital,Mlale,Mlale,p.o. box 74 Lilongwe,Kuunika,Masula,Annet Thomas,999118566,annetthomas@gmail.com,Lilongwe,LL,Hospital,WGS 84,33.76,-14.23,urban,0,Functional,Christian Health Association of Malawi (CHAM),Registered,125,,,,,,,3,17,105,,,,,,6,6,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,
962,BT240962,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/cmCppSqIlzN.json"", ""code"": ""cmCppSqIlzN"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""BT2915"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""151"", ""system"": ""DHAMIS""}]",MCM/CHAM/DH/11,Mlambe Mission Hospital,Mlambe,"Zalewa Road (M1), Lunzu Trading opposite Vicky Motel just after Lunzu Bridge",P.o. box 45 Blantyre,Kuunika,Kapeni,Sister Clotilida Makweya,999120738,mlambehosp@gmail.com,Blantyre,BT,Hospital,WGS 84,35.02,-15.64,Rural,36863,Functional,Christian Health Association of Malawi (CHAM),Registered,256,,1,1,,1,,4,51,252,,,,,,15,15,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,
963,NU120963,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/IvqvjIvVBaK.json"", ""code"": ""IvqvjIvVBaK"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NU1819"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""516"", ""system"": ""DHAMIS""}]",MCM/CHAM/RH/58,Mlanda Health Centre,Mlanda,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Masasa,John Bands,111234567,johnbanda@kuunika.org,Ntcheu,NU,Health Centre,WGS 84,34.46,-14.48,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,
964,DZ030964,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/a6eACcAs40A.json"", ""code"": ""a6eACcAs40A"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""DZ1720"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1025"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/106,Mlangali Health Centre,Mlangali,"Mlangali Village, T/A Kachere Dedza","P.O. Box 136, Dedza",Kuunika,kachere,Kingsley Brino,884681156,mfhr@kuunika.org,Dedza,DZ,Health Centre,WGS 84,34.27,-14.41,Rural,21005,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,
965,NU120965,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/ONmU8CWhzv9.json"", ""code"": ""ONmU8CWhzv9"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""NU1820"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1027"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/79,Mlangeni Health Centre,Mlangeni,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Njolomole,John Bands,111234567,johnbanda@kuunika.org,Ntcheu,NU,Clinic,WGS 84,34.54,-14.68,urban,0,Functional,Government,Registered,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
966,KA150966,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/o9B8rTitcGn.json"", ""code"": ""o9B8rTitcGn"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""KA0218"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""390"", ""system"": ""DHAMIS""}]",MCM/MOH/HC/,Mlare Health Centre,Mlare,Near Mlare Secondary School,"C/O Private Bag 1, Karonga",Kuunika,Kyungu,Richard Mkandawire,881287909,karongadho@yahoo.co.uk,Karonga,KA,Health Centre,WGS 84,34.04,-10.17,Rural,12883,Functional,Government,Registered,,,1,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,
967,CP060967,[],MCM 0000,Mlembe,Mlembe,5 km south of bugulira market,"C/O Box 95, Chitipa",Kuunika,,nameless,1382222,nameless@ymail.com,Chitipa,CP,Health Post,,33.38,-10.06,Rural,1089,Functional,Government,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,
968,LL040968,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/HYVLnrx75IO.json"", ""code"": ""HYVLnrx75IO"", ""system"": ""DHIS2""}, {""url"": ""https://lmis.health.gov.mw"", ""code"": ""LL4039"", ""system"": ""OpenLMIS""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""1395"", ""system"": ""DHAMIS""}]",MCM/CHAM/HC/24,Mlodza/Seventh Day,Mlodza Seventhday Clinic,mlodza A/23,p.o. box 951,Kuunika,Tsabango,Mark Chawala,888516987,markchawala2@gmail.com,Lilongwe,LL,Clinic,WGS 84,33.82,-14.01,urban,0,Non-functional,Christian Health Association of Malawi (CHAM),Registered,,,,,,,,,,,,,,,,1,1,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,
969,LL040969,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/ElXrgGgPfvw.json"", ""code"": ""ElXrgGgPfvw"", ""system"": ""DHIS2""}, {""url"": ""https://www.hiv.health.gov.mw/"", ""code"": ""804"", ""system"": ""DHAMIS""}]",,Mlolera Womens Clinic,Mlolera clinic,Kuunika,"p.o. box 1234, Kuunika",Kuunika,Chitukula,John Bands,111234567,johnbanda@kuunika.org,Lilongwe,LL,Clinic,WGS 84,33.77,-13.95,urban,0,Non-functional,Private,Registered (Pending Certification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,NE300970,"[{""url"": ""https://dhis2.health.gov.mw/api/organisationUnits/SlyRIl4cwOF.json"", ""code"": ""SlyRIl4cwOF"", ""system"": ""DHIS2""}]",1234,Mlolo Health Post,Mlolo,T/A Mlolo Headquarters,P.O. Box 30 Nsanje,Kuunika,Mlolo,Caroline Allan,997964298,nsanjedho@gmail.com,Nsanje,NE,Health Post,WGS 84,35.15,-16.42,Rural,0,Functional,Government,Registered (Pending Certification),,,1,1,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,
